descricao,interacoes,reviews,tamanho,tempo_de_analise
237,16,2,145,2538
515,15,4,539,31
506,9,3,7,6
425,12,5,79,62
12,14,5,61,66
314,13,1,536,39
119,9,2,41,166
12,15,6,53,569
12,6,3,42,276
352,16,4,247,179
298,1,5,6,9
207,8,3,265,9
25,13,1,47,40
424,6,5,80,83
19,3,1,8,27
258,8,2,207,17
0,4,1,8,15
204,27,14,1195,283
624,16,2,21,125
396,45,1,154,204
74,24,3,106,444
14,25,5,80,1040
37,5,2,18,118
705,4,3,63,20
117,6,14,156,285
20,2,1,2,27
437,17,5,961,142
1142,30,4,933,440
277,12,9,103,177
348,24,1,63,419
350,114,1,2276,5683
484,20,1,20,51
120,27,8,530,966
18,27,3,78,157
196,14,8,327,40
26,10,6,172,56
118,19,1,50,72
508,11,1,34,10
396,15,6,1344,88
20,3,3,8,30
22,4,1,38,14
757,31,1,169,513
1807,12,2,62,926
117,27,6,19,13
0,33,1,198,548
88,20,3,161,101
425,4,6,96,95
1589,109,71,1190,1310
163,23,6,216,2354
10,7,2,34,340
328,25,24,144,270
102,17,1,146,322
180,12,1,220,65
85,11,3,40,268
1878,8,1,137,63
116,32,3,8,678
303,11,1,16,33
11,10,23,600,56
310,7,4,7,264
35,33,1,206,22
780,13,3,852,634
696,5,6,16,37
187,14,5,934,266
70,6,2,12,80
1172,23,7,287,229
44,27,5,159,601
17,11,1,474,330
251,8,1,231,239
188,4,1,5,11
751,33,1,346,596
247,6,1,2,22
114,16,1,110,73
1220,23,11,207,463
204,33,16,160,1903
1421,15,4,98,112
204,7,2,87,2
482,15,1,1166,213
3967,18,8,935,294
325,47,15,204,172
400,12,11,10,289
20,33,10,491,5199
19,6,7,33,9
234,41,7,1540,409
611,50,2,136,383
118,13,2,330,161
19,4,2,31,23
696,20,4,530,397
462,15,2,21,650
622,9,2,49,12
287,7,5,142,113
472,9,7,37,15
158,18,6,958,434
91,7,4,25,720
854,31,39,4920,348
38,4,6,6,3
278,27,42,741,650
47,35,5,648,1106
601,55,57,1082,6463
638,50,43,2334,181
39,5,4,86,11
718,16,2,146,582
118,80,12,1072,926
1294,5,1,86,147
135,41,33,140,521
37,12,2,26,303
140,4,1,6,8
1306,17,4,88,109
133,23,4,307,365
576,10,3,171,408
224,7,1,39,200
68,16,4,67,572
684,7,1,34,42
523,13,1,38,424
194,35,6,320,591
169,7,7,33,719
245,4,1,2,84
507,65,25,74,225
111,8,9,1267,225
183,5,3,36,7
13,8,2,3,159
34,5,2,58,10
82,6,1,6,86
629,33,1,25,399
1378,30,15,333,1046
522,14,2,117,42
11,10,3,112,43
1121,10,1,81,203
20,60,3,261,363
766,8,1,53,15
34,26,6,1254,86
11,7,3,42,31
141,15,6,6,460
1127,41,47,327,466
117,3,15,147,436
84,11,2,940,25
672,37,2,69,57
580,8,3,1318,147
250,16,4,29,73
37,6,3,78,299
194,21,4,68,1752
13,19,5,54,63
337,7,2,274,39
457,26,18,20,3953
17,19,8,85,1621
52,38,6,718,137
141,3,2,36,34
379,5,3,144,43
134,4,3,85,45
910,11,3,37,208
0,18,12,323,95
300,14,1,48,634
281,7,13,751,8
35,10,1,60,17
268,16,2,23,382
0,11,3,97,54
135,3,1,2,28
112,33,8,960,426
604,17,10,143,112
167,7,6,406,466
0,6,1,31,37
145,17,3,65,43
240,19,8,91,529
163,42,4,204,87
0,9,4,406,66
868,10,6,534,94
166,6,3,12,68
138,5,4,58,150
179,37,55,1774,1269
382,5,2,39,60
30,16,1,11,74
54,9,2,373,174
1361,27,6,272,121
129,18,6,159,81
70,18,7,118,252
270,15,12,88,106
123,20,5,236,183
120,43,2,1341,146
625,48,1,108,861
278,5,1,70,98
463,38,2,439,54
52,6,3,117,720
5714,30,4,223,2112
900,52,1,623,266
350,18,2,65,134
237,8,6,18,175
45,8,4,61,214
772,6,3,260,82
1913,78,11,400,233
163,14,3,444,90
101,11,3,26,40
31,4,1,321,31
531,45,13,2647,263
755,24,9,517,862
8,29,22,248,113
1706,3,1,2,10
154,9,2,43,265
34,10,1,118,63
52,6,2,234,87
392,34,14,393,1216
26,7,2,201,80
608,13,1,989,82
84,37,15,2202,389
159,72,14,199,1825
130,11,1,9,82
141,10,9,290,217
34,2,7,111,58
1457,34,4,377,426
71,2,3,29,15
1591,40,5,756,269
17,18,1,55,35
57,10,1,8,43
203,5,2,106,147
1023,31,3,177,1077
312,13,3,261,49
35,25,8,659,365
286,53,1,86,2172
1303,27,4,7,240
78,6,1,6,4
24,17,6,45,3086
250,11,5,12,3
1161,10,1,322,32
640,4,3,7,40
86,8,2,60,63
528,38,2,187,366
345,7,2,4,352
60,27,19,295,184
138,13,4,70,55
673,12,3,135,231
547,7,1,126,12
409,94,18,489,547
491,13,5,164,36
50,8,5,522,93
0,13,2,20,310
58,4,2,11,45
58,5,1,149,26
556,6,3,70,39
499,16,3,299,61
539,7,8,588,72
321,14,11,88,322
364,24,11,628,56
17,7,1,2,45
64,5,2,11,121
16,4,4,23,30
1086,7,2,8,28
67,13,25,342,54
281,51,2,160,1842
502,19,4,35,49
107,8,1,28,21
431,4,1,72,101
245,57,7,660,352
117,8,1,48,455
1583,8,8,184,109
44,7,4,47,40
220,25,2,12,156
307,14,2,475,106
597,17,5,69,364
616,5,2,32,31
36,24,7,21,103
37,5,2,106,194
72,13,9,782,98
207,5,5,51,20
0,3,1,6,63
162,52,8,474,172
133,6,1,44,29
11,25,3,102,569
236,11,1,2173,142
11,27,16,9976,35
10,18,4,60,69
13,10,1,132,7
836,15,2,1697,608
0,6,2,5,23
114,37,12,108,105
61,9,9,114,512
344,7,3,9,706
15,49,7,8303,335
601,11,4,126,64
494,16,2,14,209
962,50,18,2810,194
429,5,1,355,46
301,10,1,2,55
455,26,2,10,97
273,18,5,69,1328
24,38,28,918,5004
118,8,1,10,40
13,29,3,10,42
481,24,1,143,219
268,26,16,315,709
272,7,1,410,36
2651,48,4,44,213
20,14,1,42,30
120,13,3,242,78
93,5,3,197,61
88,16,5,49,60
34,10,15,524,49
16,18,2,108,904
37,21,18,315,178
32,30,1,28,606
79,47,3,273,2943
0,15,1,276,676
69,11,10,965,64
286,45,5,544,780
800,11,1,30,106
615,4,4,7,8
47,8,7,266,165
543,51,33,799,1104
164,13,3,168,90
92,9,6,26,20
915,86,4,2250,342
28,5,3,28,37
14,8,3,32,77
34,18,13,477,96
1711,9,6,610,76
98,13,11,216,89
102,4,4,42,22
576,3,3,81,19
223,23,4,6,75
381,7,1,457,84
879,23,1,464,59
140,5,3,16,122
124,9,4,35,68
302,16,4,347,70
108,19,22,1244,214
391,98,12,248,488
172,7,2,56,105
164,10,1,896,111
919,8,2,177,23
17,6,13,2191,701
819,16,14,251,79
11,7,1,70,43
152,7,4,17,50
511,22,4,252,130
69,16,3,659,213
69,10,1,206,37
0,9,3,123,47
0,6,2,44,321
36,2,1,180,36
3009,10,50,595,149
108,42,6,143,129
1683,9,10,99,316
44,9,2,60,119
0,13,4,266,116
212,18,1,340,43
44,2,4,27,100
577,38,12,121,1298
20,6,23,810,152
323,7,4,31,19
710,2,3,30,72
52,9,9,79,71
11,8,5,92,51
1587,38,1,810,94
1218,5,6,201,48
573,17,2,132,45
555,40,1,217,209
321,15,4,105,56
406,7,1,704,21
1795,65,6,95,5686
279,56,3,283,55
3115,43,18,1566,320
671,4,2,29,23
96,14,6,557,75
468,11,2,28,328
271,3,5,19,12
238,7,1,3,365
27,18,4,1737,440
195,10,4,186,270
20,9,15,46,1037
77,5,1,46,3
12,29,3,114,1921
350,8,2,27,70
641,17,1,497,127
461,28,10,238,822
1913,24,6,1096,1366
648,11,1,120,88
617,10,3,24,228
889,19,12,73,782
119,5,11,75,435
213,53,5,227,144
483,12,6,14,258
340,12,23,138,219
532,25,8,615,104
74,6,1,2319,1
233,30,1,148,750
1178,19,2,106,666
590,26,4,39,389
399,57,4,490,222
183,6,2,175,74
24,3,2,19,100
0,8,6,17,705
141,12,7,28,369
114,6,6,401,83
426,24,1,44,70
369,8,5,35,591
45,9,6,392,5
36,12,2,153,81
36,17,1,155,84
118,9,1,43,209
12,6,1,2,15
81,29,2,221,28
616,46,19,3383,218
67,18,2,21,2687
89,24,10,348,143
1273,59,9,864,1057
27,8,1,28,29
36,20,6,216,194
1003,20,4,234,209
364,27,2,411,257
332,37,2,590,72
680,4,4,92,39
112,4,3,92,18
2264,21,9,83,218
20,11,2,228,23
73,6,1,50,146
12,9,3,25,298
349,4,1,131,12
177,33,4,14,864
394,13,11,85,81
295,18,7,1836,368
251,28,6,861,438
38,10,2,32,76
150,132,1,167,459
472,6,3,294,104
34,6,19,6297,1079
74,6,2,53,219
2548,32,10,232,1228
238,3,4,97,95
423,23,2,515,213
242,11,1,33,38
50,9,1,7,101
301,21,10,41,394
201,6,6,29,30
0,6,1,97,96
100,5,2,108,18
64,4,1,44,145
668,9,1,208,81
204,11,1,183,83
403,11,5,20,614
763,10,7,295,84
34,12,3,88,369
50,10,4,2,264
78,41,8,1609,351
422,58,17,499,616
554,18,7,544,2688
61,12,1,41,26
227,18,24,190,116
1160,56,17,566,593
55,24,3,296,181
0,5,1,31,33
143,5,5,108,74
388,4,2,33,50
20,3,1,43,165
126,10,1,756,74
388,7,8,104,162
11,9,9,58,721
479,55,10,410,46
166,37,7,590,198
67,12,3,10,239
62,10,23,131,1493
52,5,1,6,376
429,23,6,43,146
12,14,5,406,379
211,70,35,1607,490
39,5,1,159,42
1447,73,14,5271,146
167,16,3,43,247
481,15,2,251,13
3091,35,22,2103,943
143,25,4,39,105
0,13,1,565,498
170,0,6,2,59
378,9,3,1459,166
32,3,3,4,86
269,6,2,811,82
13,5,3,23,296
133,22,1,47,267
427,11,2,327,218
0,4,2,260,51
93,60,4,52,2739
459,10,1,46,120
113,37,13,17,2858
111,25,1,5,1604
651,58,17,435,819
615,38,18,189,1720
52,6,1,49,58
111,17,2,13,1174
111,10,1,26,887
1193,6,4,10,37
235,15,2,8,701
134,15,3,141,1087
461,6,3,3,56
128,38,3,200,628
37,14,7,148,238
483,59,36,1116,864
394,5,12,79,91
376,18,4,4,77
565,36,15,52,200
359,17,17,113,474
225,10,7,4475,19
218,25,1,418,85
683,11,3,161,42
110,6,1,3,59
0,7,1,6,270
403,56,61,1992,239
13,27,17,404,63
188,13,2,153,78
227,23,4,1377,131
67,10,1,53,45
20,4,2,66,44
26,11,2,243,79
2152,22,10,117,523
12,15,4,52,86
1295,12,2,186,83
570,27,9,67,130
86,4,9,87,24
622,67,29,111,6144
417,29,5,104,713
68,13,1,87,172
58,10,1,194,81
236,5,17,70,105
1333,43,27,3000,107
1022,35,9,944,241
472,14,1,181,96
474,13,5,170,128
54166,24,1,2,477
486,23,6,557,742
677,17,5,1091,225
315,20,1,100,148
0,13,3,3,425
12,28,1,452,332
304,27,1,68,278
412,4,1,112,17
259,10,6,214,259
145,13,2,66,171
20,6,1,51,405
11,4,1,53,102
199,5,1,1,84
31,13,5,36,1026
62,29,45,618,409
76,7,2,44,49
547,39,4,282,88
865,12,1,65,92
92,13,2,30,345
406,31,8,1475,285
339,9,2,1151,43
564,5,6,9,79
503,35,127,1250,631
13,27,8,17,791
11,5,1,25,73
66,69,12,1555,333
691,5,5,75,22
1007,14,15,14,431
857,31,5,1102,750
281,103,43,2359,1369
358,17,2,100,44
634,22,2,311,646
499,68,5,86,343
34,12,5,149,187
11,23,4,413,92
400,2,1,13,158
128,5,3,43,31
348,79,13,819,813
36,19,9,261,232
10,8,1,2254,64
606,29,15,2881,263
97,11,6,35,159
153,20,26,830,436
206,6,1,58,12
1424,50,6,428,122
161,3,1,101,134
59,20,17,400,383
1227,10,5,304,170
239,27,8,112,149
1235,1,3,42,28
33,13,8,1300,146
318,20,6,32,1924
71,4,6,4,8
221,6,3,39,13
0,8,1,11,16
599,40,21,697,1246
522,2,1,88,112
261,21,29,298,1546
12,17,1,54,297
364,16,1,120,100
0,12,1,211,108
1526,17,1,6,32
11,7,1,78,91
36,3,1,64,195
1170,5,1,376,23
230,7,3,63,27
34,28,12,232,300
724,37,10,144,1471
1221,7,6,75,67
32,23,1,49,51
828,87,13,1952,1303
9931,32,1,19339,1411
1282,10,5,515,674
475,14,3,265,1459
20,12,15,523,942
67,20,13,440,165
643,37,5,1040,1132
102,11,10,339,262
33,21,2,679,1332
304,3,1,3,107
1381,24,11,333,419
0,4,1,3,122
602,15,6,737,1804
198,3,1,41,80
70,2,1,14,78
407,10,9,152,639
102,8,3,69,123
267,6,2,165,119
47,19,2,136,103
13,21,3,32,214
34,14,1,95,20
223,4,1,80,223
195,122,63,262,2412
199,58,4,207,4772
84,49,20,1558,1055
320,8,3,248,66
301,9,1,343,89
453,22,2,173,1243
33,18,5,1044,316
230,8,3,153,26
1056,19,17,44,156
69,13,1,668,47
70,19,1,153,76
1085,13,23,1041,1064
240,30,3,287,223
1024,8,1,162,25
459,15,3,74,143
787,40,2,483,179
226,5,3,36,95
34,22,39,1769,220
503,8,3,29,91
72,11,4,14,356
188,21,16,354,126
175,7,1,5,42
140,9,1,139,750
34,56,6,680,2291
478,12,1,59,39
13,6,4,98,116
82,8,3,86,167
954,6,4,1286,178
303,7,5,81,405
632,13,2,243,1960
29,5,4,134,46
1167,5,1,211,27
198,27,1,569,300
215,6,4,22,219
165,14,3,2683,20
43,3,3,38,84
1132,5,1,880,82
147,2,1,5,81
121,14,28,126,763
16,11,10,83,327
217,13,5,419,126
115,22,3,332,171
282,33,2,602,22
293,19,2,665,399
248,9,1,62,224
13,18,8,594,330
39,20,4,171,699
36,12,5,185,79
197,7,1,32,194
536,18,7,148,217
599,20,1,104,326
178,9,12,600,78
1846,52,10,1032,1051
217,23,3,315,321
237,15,1,2609,284
108,4,1,64,41
260,11,6,248,113
67,3,1,4,39
69,24,1,43,92
638,10,1,207,30
335,74,2,643,2958
169,11,1,187,619
198,72,29,2514,3438
0,26,6,233,157
33,11,6,240,296
1292,66,13,707,366
744,15,11,4176,117
358,6,1,112,257
1365,33,9,1537,436
703,12,4,252,128
57,23,2,106,579
28,20,11,527,793
137,6,2,358,76
0,4,1,2,66
332,8,4,698,26
310,58,7,299,1755
240,6,2,111,48
432,19,8,233,931
53,6,2,15,155
384,3,2,14,24
312,7,2,13,92
1071,13,2,128,64
132,22,1,17,85
2226,14,1,426,89
187,9,1,1,72
309,15,3,736,81
2522,70,2,96,365
18,12,8,82,90
251,8,11,290,146
50,5,3,53,61
258,17,2,75,261
33,10,7,404,354
381,10,3,333,151
71,37,3,41,141
153,11,2,58,42
239,15,4,370,69
0,16,9,24,473
737,10,1,3430,148
169,6,3,2,63
48,6,1,5,18
2110,50,15,448,635
270,9,2,1318,127
225,122,3,105,1403
1048,29,8,64,422
567,4,2,41,39
304,37,13,324,673
218,9,7,154,212
167,11,1,304,68
68,12,7,98,38
0,12,3,4,721
53,9,9,23,181
365,12,1,229,37
161,9,3,43,56
34,11,8,228,110
205,9,1,176,1387
270,19,3,763,109
257,48,3,8,766
314,6,9,262,43
11,8,2,65,214
1112,99,13,140,9911
353,22,12,667,193
29,5,8,333,81
261,7,3,324,84
13,9,8,14,15
52,6,1,37,51
508,10,3,129,206
289,6,1,25,241
123,15,2,1352,101
481,24,19,985,168
195,3,3,42,28
196,4,1,17,63
393,14,2,1099,87
0,23,1,12,28
86,10,8,70,62
216,7,2,510,133
267,14,1,77,1287
34,11,14,282,161
13,5,5,107,49
481,17,4,14,657
285,8,3,232,38
171,3,1,39,199
26,13,7,50,533
35,14,10,192,269
213,3,5,27,189
191,4,12,89,129
608,18,11,102,786
488,12,3,56,25
38,10,1,399,55
207,7,4,261,135
250,11,3,59,140
125,19,2,1037,241
94,22,8,227,700
962,4,3,406,128
375,28,12,308,856
293,3,4,128,112
73,5,1,2,45
17,16,11,16,560
0,8,3,86,395
105,7,5,6,73
672,2,1,291,67
305,82,2,720,301
53,4,1,60,93
96,17,1,24,673
148,13,4,60,69
29,21,7,299,422
102,4,2,20,77
137,5,2,183,212
190,16,3,1895,182
155,7,12,477,73
11,5,3,90,76
535,29,13,604,180
1970,14,4,147,82
96,20,9,452,76
496,10,5,545,189
131,4,1,27,191
144,7,4,109,53
12,6,1,24,102
846,30,6,33,734
123,10,2,27,19
326,4,2,457,44
12,16,1,168,163
13,20,2,114,184
363,9,5,454,62
29,32,11,340,2436
579,58,1,133,1248
278,53,14,50,1184
60,12,1,76,165
356,15,7,111,191
14,6,4,101,45
13,28,5,55,138
532,7,2,22,120
40,10,4,669,138
29,26,5,42,1234
2942,24,5,91,368
202,34,19,275,2399
0,13,3,54,31
59,3,4,22,51
12,3,1,3,110
0,6,1,3,16
581,3,4,12,37
145,7,4,34,45
757,19,4,3774,168
29,5,6,82,116
1638,34,8,341,149
627,10,3,22,81
338,6,6,75,444
131,3,1,2,13
872,13,16,2108,36
165,49,14,963,457
52,12,2,34,61
242,4,3,5,53
149,5,15,567,172
0,34,4,986,97
186,12,4,118,99
153,6,2,480,42
12,29,5,460,114
68,8,2,50,40
37,11,7,113,673
462,7,1,292,659
283,2,3,3,25
100,6,12,259,49
181,12,1,105,238
75,8,6,105,18
58,48,2,829,55
1054,7,10,76,78
437,10,1,1272,52
224,30,3,125,1968
13,10,1,22,37
564,11,1,85,211
557,17,2,58,34
133,9,4,148,181
11,26,10,50,82
157,14,9,92,241
37,6,2,7,957
32,17,2,419,268
152,12,1,39,437
0,16,3,69,224
255,18,3,88,150
1294,25,6,13,602
9,12,2,48,644
72,17,2,26,22
42,21,4,870,237
143,74,7,422,75
1208,54,5,638,321
277,10,7,192,171
30,4,10,10,164
12,3,5,75,159
903,7,10,90,111
363,25,48,1167,367
88,17,12,56,373
0,8,1,154,73
594,15,1,304,157
1370,28,16,749,101
808,19,1,99,952
2787,33,17,203,500
129,7,6,158,74
0,43,15,1805,494
11,6,3,202,67
11,8,1,526,63
13,6,2,116,60
538,16,2,129,167
358,34,4,1224,210
414,19,11,1372,216
915,38,5,169,1040
114,4,1,2,48
37,16,4,2,980
151,25,2,945,232
223,7,5,16,32
131,13,5,583,239
689,10,2,44,458
285,38,7,119,179
623,33,5,42,322
37,11,5,201,662
223,6,1,12,1247
763,71,1,785,2293
67,4,1,9,299
84,6,1,36,9
248,4,5,23,74
116,20,11,550,32
216,9,3,4,816
13,12,2,385,217
11,13,14,195,760
763,45,4,2104,62
233,17,2,189,227
68,5,1,28,31
286,11,2,20,23
1774,69,4,215,3222
432,9,2,222,172
68,3,1,2,26
0,3,1,2,26
352,14,2,51,74
104,56,45,355,3760
11,5,1,110,154
509,13,1,54,1347
29,3,3,27,23
52,4,1,42,182
336,3,1,24,15
283,6,1,335,14
292,21,1,13,209
93,5,1,3,384
82,8,2,35,195
935,13,7,1283,136
1839,35,7,3340,1559
570,26,5,23,152
12,16,1,6,1402
1259,24,9,100,616
552,7,8,10,366
11,25,5,1761,192
163,15,4,34,404
246,26,26,1225,161
150,26,26,34,352
747,16,1,111,447
214,11,4,28,840
28,6,1,41,62
54,3,1,4,8
0,43,6,497,279
46,25,8,245,2812
1671,164,14,798,13236
97,7,1,7,90
155,13,4,93,140
619,27,6,17760,347
846,17,1,42,203
271,18,3,149,155
25,38,59,1005,805
104,20,2,115,179
44,28,8,412,1689
701,43,11,576,2016
0,7,7,184,104
109,9,1,1836,239
708,12,10,101,175
1019,9,8,152,194
534,18,4,1146,196
54,6,1,16,62
813,8,5,389,24
288,20,8,1,447
121,38,10,57,350
109,10,1,1026,170
120,9,10,77,381
668,26,5,501,149
0,6,8,46,23
10,4,1,786,20
439,5,2,71,159
696,42,23,565,2015
419,36,7,25,490
278,14,5,488,680
884,10,5,83,2662
225,11,22,430,207
12,27,7,247,343
77,3,2,569,178
120,4,4,14,53
265,6,1,39,51
91,5,1,98,95
0,10,1,175,195
545,3,10,6,123
17,10,2,9,154
91,3,6,8,43
160,9,3,29,87
53,18,17,142,175
622,48,3,61,3338
726,6,1,228,171
438,14,8,21,168
58,14,1,18,338
140,26,1,35,123
205,17,5,112,1013
11,5,3,88,57
357,6,1,130,56
0,23,7,60,119
143,11,3,678,1862
59,6,1,31,45
145,21,3,6,511
29,7,1,76,40
120,26,22,121,234
0,3,1,11,28
0,6,1,18,86
53,8,2,91,117
1078,2,1,220,202
1530,29,3,179,298
719,38,2,44,552
133,4,1,41,58
2922,50,30,3740,151
12,8,2,174,174
0,4,2,136,69
626,54,1,214,304
1244,14,3,801,1500
80,50,39,1106,281
192,5,1,24,148
93,26,2,626,282
207,7,3,41,145
3064,8,4,79,46
233,21,7,48,531
373,11,2,6,244
271,44,20,1304,1172
944,39,3,189,26
10,5,19,3,227
264,15,9,78,122
326,36,1,1767,247
4700,7,3,178,104
127,10,6,147,110
27,6,1,56,166
312,15,4,454,1196
143,34,8,96,487
118,13,10,54,648
656,78,17,1415,1455
1789,11,1,77,503
24,8,7,60,144
72,14,1,76,25
383,24,2,1300,689
225,6,17,71,71
443,32,6,298,614
233,7,1,2,68
674,6,1,4,67
337,3,3,40,56
151,2,6,21,152
358,7,1,16,289
12,25,1,85,196
29,4,2,2,48
53,12,1,191,83
513,22,6,69,579
684,28,1,82,1393
259,12,1,89,32
3095,78,2,1185,189
3775,96,34,5224,429
133,12,3,93,73
162,15,22,425,166
45,16,2,88,148
356,34,4,353,1101
767,56,26,293,553
88,3,5,15,89
2937,101,6,545,537
12,18,1,393,172
82,3,2,23,82
3028,12,11,54,124
18,6,1,37,124
344,29,2,166,293
34,31,18,555,2245
0,7,2,94,357
116,2,3,229,64
296,24,7,157,1849
9,3,5,12,195
158,6,5,4,225
569,10,1,21,5877
594,15,3,164,28
181,32,5,1915,1061
176,5,2,29,36
34,17,3,27,436
268,30,34,1217,627
1252,38,7,13,500
558,8,9,132,210
12,6,4,23,72
1117,17,5,191,732
704,40,18,81,1340
115,7,13,1061,197
1859,15,2,84,543
16,19,18,104,507
11,4,3,75,18
11,10,6,27,140
145,5,1,17,8
244,6,1,164,5
287,23,5,1136,126
170,16,8,26,1451
630,28,5,237,588
0,8,1,136,90
231,17,5,42,1384
1141,112,97,2363,811
1887,38,17,1260,8794
106,35,1,10,1453
268,89,58,4068,2396
16,24,7,779,193
64,19,2,311,64
32,9,2,155,282
163,17,12,30,256
480,19,4,372,267
80,10,1,12,21
62,10,10,29,126
198,14,5,572,3545
312,16,2,2,70
663,48,2,27,1665
166,18,2,38,27
53,28,2,80,480
0,4,2,307,24
94,8,2,42,190
55,16,1,30,7
0,5,1,12,15
227,4,2,190,182
24,5,2,486,39
12,4,3,287,37
169,4,2,40,596
1945,47,6,62,2638
196,8,2,110,341
544,11,6,36,78
58,37,2,18,7575
322,30,15,124,161
330,6,2,23,469
81,9,2,170,18
81,16,2,107,86
578,15,2,385,239
139,6,4,24,45
1560,13,7,1604,651
143,2,1,155,123
637,10,6,282,138
172,11,2,231,24
136,26,4,51,437
209,3,1,60,58
13,39,3,121,923
628,156,122,4794,10661
20,4,1,4,48
0,3,4,52,44
122,7,3,4,97
207,11,11,89,997
0,5,3,255,109
21,6,12,110,119
692,5,3,5,29
757,9,5,23,343
394,38,17,560,2370
218,2,1,59,88
1002,16,5,55,1527
125,11,1,336,855
0,4,1,8,63
222,11,1,2,7
25,19,8,180,241
22,45,22,1080,2529
487,10,1,34,1957
42,3,1,71,57
302,77,22,55,1891
142,2,1,2,54
682,4,4,253,670
80,39,2,185,1112
310,31,4,517,347
114,11,3,50,24
346,35,5,316,249
13,4,3,28,165
91,3,1,4,39
987,15,9,213,512
118,6,3,21,9
88,17,8,407,229
487,7,1,47,16
117,32,9,174,325
96,5,1,2,1142
599,9,1,95,1423
65,28,17,264,189
509,16,2,28,194
20,25,4,88,1123
13,30,1,4421,29
172,12,1,31,193
1496,28,3,17,1015
1590,43,8,122,4066
697,3,1,8,21
794,3,4,38,21
43,10,6,104,289
80,17,15,242,288
80,28,6,277,783
29,6,1,61,13
472,2,1,2,56
152,2,1,23,144
180,18,3,89,747
13,3,1,72,48
1560,29,2,676,262
733,7,8,174,173
47,7,9,484,255
722,19,2,111,14053
317,12,3,220,20
225,13,1,52,124
317,2,1,137,121
134,27,5,27,289
638,4,3,93,210
14,4,1,2,116
53,4,1,42,91
1045,12,1,143,1246
195,9,4,68,89
809,4,2,13,88
123,2,1,164,133
254,9,2,36,80
909,20,8,155,923
20,31,31,1070,575
572,85,15,5256,2120
162,31,1,11,389
799,4,1,74,70
77,6,1,1,49
73,3,1,2,68
50,4,4,86,63
388,2,4,32,63
1345,32,5,492,743
11,5,3,35,61
11,4,3,30,94
138,5,1,81,101
1756,15,11,135,52
10,15,2,5,148
145,17,3,106,200
362,11,8,29,74
340,8,1,40,40
603,9,6,104,73
144,31,3,367,1145
215,23,2,43,925
404,22,7,113,213
1096,17,1,344,190
1449,19,2,408,77
32,8,1,24,1079
357,12,5,108,169
735,6,3,310,182
219,8,1,2,51
407,34,3,178,240
159,11,12,1268,508
26,22,10,189,351
56,7,2,57,129
175,14,1,231,32
116,9,2,196,72
55,21,3,2990,2103
202,61,3,129,771
1411,28,3,188,686
108,4,3,12,7
1417,14,28,1180,370
1333,19,3,693,843
74,9,3,59,148
373,17,17,585,455
213,11,9,107,637
150,9,6,34,141
11,4,1,29,59
16,2,1,119,47
29,4,1,18,130
113,6,2,264,121
96,5,5,57,933
706,26,9,144,151
160,4,1,27,119
175,5,2,16,114
103,38,5,238,1772
200,39,6,86,1371
52,4,1,94,139
218,14,1,11794,420
14,20,4,148,162
267,12,14,106,130
37,2,1,4,97
163,12,1,8,797
319,7,2,437,123
13,3,3,46,119
547,33,19,131,475
117,24,3,36,708
213,46,9,66,632
110,22,8,1079,191
62,8,2,97,207
65,13,5,67,1000
15,39,16,11394,668
11,4,3,68,84
248,4,3,113,36
911,26,15,132,928
13,6,5,85,248
52,5,1,109,31
258,3,5,96,59
20,15,1,380,216
80,15,1,230,645
29,7,8,263,39
317,10,1,1856,287
567,10,3,133,901
360,14,2,2,34
40,10,1,70,352
373,5,1,88,285
265,14,4,519,483
786,19,6,563,441
281,11,3,12,896
20,16,1,113,477
20,13,2,303,348
20,5,1,114,87
743,5,5,318,52
284,22,3,154,291
450,11,1,13,27
132,11,6,29,162
921,12,17,154,473
172,10,1,149,221
520,14,19,313,3402
799,7,8,2136,757
481,10,1,167,7
11,12,2,233,59
110,4,1,11,5
85,48,6,4890,8782
1315,19,10,1377,354
124,12,3,8,630
240,3,3,11,152
281,25,6,266,1501
16,6,1,8,17
11,5,2,32,33
0,12,5,92,72
0,11,2,159,58
9,69,1,57,3721
13,5,2,80,145
1770,6,2,42,135
843,6,3,355,138
570,12,2,867,276
161,5,1,31,41
99,10,2,22,1665
61,6,2,48,21
103,5,1,298,98
79,18,1,141,417
3547,14,6,125,405
595,22,19,288,527
502,20,9,42,85
512,5,6,155,86
79,62,7,223,2021
787,17,8,894,531
1300,40,1,79,103
299,11,11,110,98
104,7,1,33,596
162,3,1,4,48
192,9,1,64,47
400,33,9,3023,305
157,5,2,7,252
109,11,4,126,99
29,6,4,35,887
155,6,1,122,219
254,17,2,89,52
179,20,4,50,194
321,9,1,149,242
5300,7,10,28,191
52,25,1,56,141
286,11,8,38,316
31,31,17,152,1185
381,12,4,274,191
1654,15,5,195,1224
408,9,5,20,30
370,6,7,1631,9
6138,17,4,127,437
1733,13,1,359,176
331,9,13,745,179
135,50,4,424,876
752,34,2,58,242
679,22,3,747,157
384,9,1,159,120
1080,9,5,141,1268
13,13,5,77,460
514,4,5,101,144
112,16,1,17,164
1006,7,4,151,447
414,83,57,5902,3584
16,6,1,1,105
613,5,1,17,125
227,24,6,151,470
330,15,15,129,72
12,8,2,5,90
353,12,5,31,875
170,5,1,15,267
0,3,1,2,162
885,19,2,64,127
28,10,13,79,148
119,7,12,274,35
955,9,5,11,92
1427,9,2,8,92
